key,n,m,mmsp_lb,mmsp_time,mmsp_lp,lp_pc,lp_pc_time,bigm_lp,bigm_lp_time,best_lb,simple_lb
CL05_060_02_m2_makespan,60,2,655.5454545454546,0.0010974407196044,655.5454545454546,656.0223880597017,0.4353091716766357,49.5,0.2819712162017822,656.0223880597017,655.5454545454545
CL05_060_02_m3_makespan,60,3,480.7333333333333,0.0025863647460937,480.7333333333333,485.333333333333,0.4881184101104736,48.0,0.4327638149261474,485.333333333333,480.73333333333335
CL05_100_01_m2_makespan,100,2,1025.7590909090911,0.0035021305084228,1025.759090909091,1025.7590909090916,0.9477450847625732,50.0,0.8986356258392334,1025.7590909090916,1025.759090909091
CL05_100_01_m3_makespan,100,3,752.2233333333334,0.0040216445922851,752.2233333333334,752.5402298850572,0.9717197418212892,49.0,1.196855545043945,752.5402298850572,752.2233333333334
CL05_100_02_m2_makespan,100,2,1189.8818181818183,0.0030858516693115,1189.8818181818183,1198.2253521126763,0.7643952369689941,50.0,0.9816117286682128,1198.2253521126763,1189.8818181818183
CL05_100_02_m3_makespan,100,3,872.5800000000002,0.0040016174316406,872.58,881.7222222222224,0.936086893081665,50.0,1.2245023250579834,881.7222222222224,872.58
CL06_020_01_m2_makespan,20,2,81.37878787878788,0.004509687423706,81.37878787878788,81.37878787878772,0.7730503082275391,47.0,0.0255227088928222,94.0,94.0
CL06_020_01_m3_makespan,20,3,59.67777777777778,0.003504991531372,59.67777777777777,59.67777777777783,1.0413932800292969,31.33333333333334,0.0421018600463867,94.0,94.0
CL06_020_02_m2_makespan,20,2,49.040909090909096,0.0034296512603759,49.040909090909096,49.04090909090907,0.6705570220947266,45.5,0.0281550884246826,91.0,91.0
CL06_020_02_m3_makespan,20,3,35.96333333333333,0.0045056343078613,35.96333333333333,35.963333333333345,1.208975076675415,30.333333333333336,0.0425548553466796,91.0,91.0
CL06_060_01_m2_makespan,60,2,258.57666666666665,0.0020349025726318,258.5757575757576,258.5757575757583,3.963507890701294,48.5,0.2910399436950683,258.57666666666665,258.5757575757576
CL06_060_01_m3_makespan,60,3,189.6222222222222,0.0036139488220214,189.6222222222222,189.62222222222275,6.66253924369812,32.333333333333336,0.4378628730773926,189.62222222222275,189.62222222222223
CL06_060_02_m2_makespan,60,2,218.51515151515147,0.0020008087158203,218.5151515151515,218.51515151515147,3.417482852935791,49.5,0.2770159244537353,218.5151515151515,218.5151515151515
CL06_060_02_m3_makespan,60,3,160.24444444444447,0.0040006637573242,160.24444444444444,160.2444444444445,5.658123254776001,33.0,0.4382128715515136,160.2444444444445,160.24444444444444
CL06_100_01_m2_makespan,100,2,341.92,0.0028886795043945,341.91969696969693,341.919696969697,6.468338966369629,50.0,0.9103071689605712,341.92,341.919696969697
CL06_100_01_m3_makespan,100,3,250.74111111111105,0.0050539970397949,250.7411111111112,250.7411111111112,10.26676607131958,33.333333333333336,1.291015386581421,250.7411111111112,250.7411111111111
CL06_100_02_m2_makespan,100,2,396.62727272727295,0.0030012130737304,396.6272727272727,396.6272727272724,7.00321626663208,50.0,0.8994858264923096,396.62727272727295,396.6272727272727
CL06_100_02_m3_makespan,100,3,290.86,0.0029995441436767,290.86,290.8600000000002,12.10535168647766,33.333333333333336,1.2763123512268066,290.8600000000002,290.86
CL07_020_01_m2_makespan,20,2,199.37833333333336,0.0021309852600097,199.37727272727275,211.25,0.0291600227355957,46.5,0.0295372009277343,211.25,199.37727272727275
CL07_020_01_m3_makespan,20,3,146.21,0.0035126209259033,146.21,150.09999999999997,0.0187480449676513,31.0,0.0344283580780029,150.09999999999997,146.21
CL07_020_02_m2_makespan,20,2,172.70000000000002,0.0020012855529785,172.70000000000002,229.5,0.0105147361755371,48.5,0.0311260223388671,229.5,172.7
CL07_020_02_m3_makespan,20,3,126.64666666666665,0.0034260749816894,126.64666666666666,153.0,0.0129551887512207,32.333333333333336,0.0352404117584228,153.0,126.64666666666666
CL07_060_01_m2_makespan,60,2,666.9416666666667,0.0010051727294921,666.9409090909091,761.0,0.1764760017395019,49.0,0.2878608703613281,761.0,666.9409090909091
CL07_060_01_m3_makespan,60,3,489.09,0.0065090656280517,489.09,511.4857142857144,0.1999719142913818,46.5,0.336622953414917,511.4857142857144,489.09
CL07_060_02_m2_makespan,60,2,562.5500000000001,0.0040054321289062,562.5500000000001,609.25,0.1350705623626709,50.0,0.2755477428436279,609.25,562.55
CL07_060_02_m3_makespan,60,3,412.5366666666666,0.0040006637573242,412.5366666666667,487.0,0.1370337009429931,33.33333333333333,0.3172292709350586,487.0,412.5366666666667
CL07_100_01_m2_makespan,100,2,1072.5181818181825,0.0020291805267333,1072.5181818181818,1240.0,0.472449779510498,47.0,0.9052534103393556,1240.0,1072.5181818181818
CL07_100_01_m3_makespan,100,3,786.5133333333332,0.006000280380249,786.5133333333332,846.375,0.526857852935791,45.0,0.9826843738555908,846.375,786.5133333333333
CL07_100_02_m2_makespan,100,2,1055.395454545455,0.003002643585205,1055.3954545454546,1218.0,0.5725641250610352,49.5,0.8832764625549316,1218.0,1055.3954545454546
CL07_100_02_m3_makespan,100,3,773.9566666666667,0.0040102005004882,773.9566666666666,812.0,0.6749286651611328,35.0,1.029853343963623,812.0,773.9566666666667
CL08_020_01_m2_makespan,20,2,219.83181818181816,0.0009996891021728,219.83181818181816,219.83181818181828,0.0858592987060546,49.5,0.0310935974121093,219.83181818181828,219.8318181818182
CL08_020_01_m3_makespan,20,3,161.21,0.0030057430267333,161.20999999999998,161.21,0.111424446105957,33.0,0.0410230159759521,161.21,161.21
CL08_020_02_m2_makespan,20,2,210.91000000000005,0.003005027770996,210.9090909090909,211.69230769230765,0.0505311489105224,48.5,0.0295236110687255,211.69230769230765,210.9090909090909
CL08_020_02_m3_makespan,20,3,154.66666666666669,0.0035102367401123,154.66666666666666,155.640350877193,0.0743927955627441,32.333333333333336,0.0395658016204834,155.640350877193,154.66666666666666
CL08_060_01_m2_makespan,60,2,662.76,0.0025084018707275,662.7590909090911,662.7590909090902,0.3749854564666748,50.0,0.2811076641082763,662.76,662.7590909090909
CL08_060_01_m3_makespan,60,3,486.0233333333333,0.0030350685119628,486.0233333333333,486.02333333333326,0.5152263641357422,46.5,0.4313783645629883,486.0233333333333,486.0233333333333
CL08_060_02_m2_makespan,60,2,652.5683333333334,0.0025138854980468,652.568181818182,652.5681818181819,0.4065449237823486,50.0,0.2798886299133301,652.5683333333334,652.5681818181819
CL08_060_02_m3_makespan,60,3,478.55,0.0107734203338623,478.55,478.5500000000004,0.6279199123382568,33.333333333333336,0.4357144832611084,478.5500000000004,478.55
CL08_100_01_m2_makespan,100,2,1031.5,0.0030000209808349,1031.4954545454543,1031.4954545454543,0.763195276260376,50.0,0.8926255702972412,1031.5,1031.4954545454543
CL08_100_01_m3_makespan,100,3,756.43,0.0045099258422851,756.43,756.4299999999986,1.1093783378601074,45.0,1.1953473091125488,756.43,756.43
CL08_100_02_m2_makespan,100,2,1038.404545454546,0.0025060176849365,1038.4045454545455,1038.4045454545458,0.7435629367828369,50.0,0.87565016746521,1038.404545454546,1038.4045454545455
